sex,agegr,edu,socprof,marital,depress,trust,trustfam,trustneigh,income,weight
FEMALE,65+,PRIMARY/NO EDUCATION,LONG-TERM SICK/DISABLED,WIDOWED,10,MOST PEOPLE CAN BE TRUSTED,YES,YES,1000,58
FEMALE,45-59,POST-SECONDARY OR HIGHER,EMPLOYED IN PUBLIC SECTOR,DIVORCED,4,ONE CAN`T BE TOO CAREFUL,YES,NO,1800,58
FEMALE,25-34,SECONDARY,OTHER ECONOMICALLY INACTIVE,MARRIED,5,ONE CAN`T BE TOO CAREFUL,NO OPINION,NO OPINION,-8,60
MALE,25-34,POST-SECONDARY OR HIGHER,EMPLOYED IN PRIVATE SECTOR,MARRIED,0,ONE CAN`T BE TOO CAREFUL,YES,YES,-8,60
MALE,35-44,POST-SECONDARY OR HIGHER,SELF-EMPLOYED,SINGLE,0,ONE CAN`T BE TOO CAREFUL,YES,NO,4000,81
FEMALE,45-59,VOCATIONAL/GRAMMAR,EMPLOYED IN PRIVATE SECTOR,MARRIED,2,ONE CAN`T BE TOO CAREFUL,YES,NO OPINION,1400,57
MALE,45-59,POST-SECONDARY OR HIGHER,EMPLOYED IN PUBLIC SECTOR,MARRIED,0,ONE CAN`T BE TOO CAREFUL,YES,YES,3000,80
MALE,45-59,VOCATIONAL/GRAMMAR,EMPLOYED IN PUBLIC SECTOR,MARRIED,3,ONE CAN`T BE TOO CAREFUL,YES,NO OPINION,1720,87
MALE,65+,POST-SECONDARY OR HIGHER,RETIRED,MARRIED,10,ONE CAN`T BE TOO CAREFUL,YES,NO OPINION,1100,80
FEMALE,45-59,SECONDARY,EMPLOYED IN PRIVATE SECTOR,MARRIED,4,ONE CAN`T BE TOO CAREFUL,YES,NO,1000,98
FEMALE,16-24,SECONDARY,PUPIL OR STUDENT,SINGLE,0,MOST PEOPLE CAN BE TRUSTED,YES,YES,-8,54
FEMALE,25-34,POST-SECONDARY OR HIGHER,UNEMPLOYED,MARRIED,6,ONE CAN`T BE TOO CAREFUL,YES,NO,NA,80
MALE,35-44,POST-SECONDARY OR HIGHER,SELF-EMPLOYED,MARRIED,1,MOST PEOPLE CAN BE TRUSTED,YES,YES,5000,145
FEMALE,60-64,SECONDARY,RETIRED,MARRIED,4,ONE CAN`T BE TOO CAREFUL,YES,YES,1300,68
FEMALE,35-44,POST-SECONDARY OR HIGHER,EMPLOYED IN PUBLIC SECTOR,MARRIED,0,ONE CAN`T BE TOO CAREFUL,YES,YES,1500,57
FEMALE,45-59,PRIMARY/NO EDUCATION,OTHER ECONOMICALLY INACTIVE,DIVORCED,2,ONE CAN`T BE TOO CAREFUL,YES,NO,1800,65
FEMALE,60-64,SECONDARY,RETIRED,MARRIED,5,ONE CAN`T BE TOO CAREFUL,YES,YES,2000,60
MALE,35-44,SECONDARY,LONG-TERM SICK/DISABLED,SINGLE,5,ONE CAN`T BE TOO CAREFUL,YES,NO,780,132
MALE,65+,VOCATIONAL/GRAMMAR,RETIRED,MARRIED,3,ONE CAN`T BE TOO CAREFUL,YES,NO OPINION,1300,85
FEMALE,65+,PRIMARY/NO EDUCATION,RETIRED,WIDOWED,15,ONE CAN`T BE TOO CAREFUL,YES,YES,850,68
FEMALE,45-59,VOCATIONAL/GRAMMAR,OTHER ECONOMICALLY INACTIVE,MARRIED,3,ONE CAN`T BE TOO CAREFUL,YES,NO OPINION,NA,45
MALE,45-59,SECONDARY,EMPLOYED IN PRIVATE SECTOR,MARRIED,8,ONE CAN`T BE TOO CAREFUL,YES,NO,2500,103
FEMALE,16-24,VOCATIONAL/GRAMMAR,PUPIL OR STUDENT,SINGLE,4,ONE CAN`T BE TOO CAREFUL,YES,NO OPINION,NA,55
MALE,16-24,VOCATIONAL/GRAMMAR,EMPLOYED IN PRIVATE SECTOR,SINGLE,4,NA,NO OPINION,NO OPINION,-8,59
MALE,35-44,VOCATIONAL/GRAMMAR,EMPLOYED IN PRIVATE SECTOR,MARRIED,2,ONE CAN`T BE TOO CAREFUL,YES,YES,2200,75
MALE,45-59,VOCATIONAL/GRAMMAR,LONG-TERM SICK/DISABLED,MARRIED,2,ONE CAN`T BE TOO CAREFUL,YES,YES,700,95
MALE,35-44,SECONDARY,LONG-TERM SICK/DISABLED,MARRIED,6,ONE CAN`T BE TOO CAREFUL,YES,YES,NA,105
FEMALE,25-34,POST-SECONDARY OR HIGHER,PUPIL OR STUDENT,MARRIED,0,ONE CAN`T BE TOO CAREFUL,YES,NO OPINION,750,56
FEMALE,16-24,SECONDARY,PUPIL OR STUDENT,SINGLE,0,MOST PEOPLE CAN BE TRUSTED,YES,YES,NA,59
FEMALE,65+,PRIMARY/NO EDUCATION,RETIRED,WIDOWED,9,MOST PEOPLE CAN BE TRUSTED,YES,YES,1070,80
FEMALE,25-34,SECONDARY,OTHER ECONOMICALLY INACTIVE,MARRIED,0,ONE CAN`T BE TOO CAREFUL,YES,YES,NA,75
MALE,60-64,VOCATIONAL/GRAMMAR,RETIRED,MARRIED,4,MOST PEOPLE CAN BE TRUSTED,YES,YES,1500,72
FEMALE,45-59,VOCATIONAL/GRAMMAR,OTHER ECONOMICALLY INACTIVE,MARRIED,9,ONE CAN`T BE TOO CAREFUL,YES,NO OPINION,-8,75
FEMALE,60-64,SECONDARY,RETIRED,SINGLE,5,MOST PEOPLE CAN BE TRUSTED,YES,YES,1260,80
FEMALE,16-24,SECONDARY,PUPIL OR STUDENT,SINGLE,0,ONE CAN`T BE TOO CAREFUL,YES,YES,1050,59
MALE,16-24,SECONDARY,PUPIL OR STUDENT,SINGLE,0,ONE CAN`T BE TOO CAREFUL,YES,YES,1500,70
MALE,16-24,VOCATIONAL/GRAMMAR,PUPIL OR STUDENT,SINGLE,0,IT`S DIFFICULT TO TELL,YES,NO OPINION,-8,65
FEMALE,25-34,POST-SECONDARY OR HIGHER,EMPLOYED IN PUBLIC SECTOR,MARRIED,0,ONE CAN`T BE TOO CAREFUL,YES,YES,-8,62
FEMALE,65+,PRIMARY/NO EDUCATION,OTHER ECONOMICALLY INACTIVE,MARRIED,13,ONE CAN`T BE TOO CAREFUL,YES,YES,NA,70
MALE,45-59,SECONDARY,SELF-EMPLOYED,MARRIED,2,ONE CAN`T BE TOO CAREFUL,YES,YES,2000,99
MALE,35-44,VOCATIONAL/GRAMMAR,EMPLOYED IN PRIVATE SECTOR,MARRIED,0,ONE CAN`T BE TOO CAREFUL,YES,YES,3000,80
MALE,35-44,PRIMARY/NO EDUCATION,UNEMPLOYED,SINGLE,6,ONE CAN`T BE TOO CAREFUL,NO OPINION,NO OPINION,NA,80
FEMALE,65+,SECONDARY,RETIRED,MARRIED,6,MOST PEOPLE CAN BE TRUSTED,YES,YES,1500,68
FEMALE,65+,VOCATIONAL/GRAMMAR,RETIRED,WIDOWED,6,ONE CAN`T BE TOO CAREFUL,NO OPINION,YES,1200,70
FEMALE,45-59,POST-SECONDARY OR HIGHER,EMPLOYED IN PUBLIC SECTOR,DIVORCED,3,ONE CAN`T BE TOO CAREFUL,YES,NO,2000,60
MALE,60-64,SECONDARY,RETIRED,MARRIED,1,MOST PEOPLE CAN BE TRUSTED,YES,YES,2000,71
FEMALE,65+,POST-SECONDARY OR HIGHER,RETIRED,WIDOWED,7,ONE CAN`T BE TOO CAREFUL,YES,YES,1200,66
MALE,45-59,VOCATIONAL/GRAMMAR,FARMER,MARRIED,9,ONE CAN`T BE TOO CAREFUL,YES,YES,360,76
MALE,65+,POST-SECONDARY OR HIGHER,RETIRED,MARRIED,8,ONE CAN`T BE TOO CAREFUL,YES,YES,2700,82
FEMALE,65+,POST-SECONDARY OR HIGHER,RETIRED,MARRIED,6,ONE CAN`T BE TOO CAREFUL,YES,YES,1400,62
FEMALE,45-59,VOCATIONAL/GRAMMAR,OTHER ECONOMICALLY INACTIVE,MARRIED,4,MOST PEOPLE CAN BE TRUSTED,NO OPINION,NO OPINION,1280,85
MALE,35-44,POST-SECONDARY OR HIGHER,EMPLOYED IN PUBLIC SECTOR,MARRIED,0,ONE CAN`T BE TOO CAREFUL,YES,NO OPINION,3500,70
FEMALE,45-59,VOCATIONAL/GRAMMAR,EMPLOYED IN PRIVATE SECTOR,MARRIED,1,ONE CAN`T BE TOO CAREFUL,YES,YES,1600,55
FEMALE,35-44,PRIMARY/NO EDUCATION,OTHER ECONOMICALLY INACTIVE,MARRIED,2,IT`S DIFFICULT TO TELL,YES,YES,NA,45
FEMALE,35-44,POST-SECONDARY OR HIGHER,EMPLOYED IN PUBLIC SECTOR,MARRIED,6,IT`S DIFFICULT TO TELL,YES,YES,2200,72
MALE,25-34,POST-SECONDARY OR HIGHER,EMPLOYED IN PUBLIC SECTOR,SINGLE,10,ONE CAN`T BE TOO CAREFUL,NO,NO,1800,82
FEMALE,45-59,VOCATIONAL/GRAMMAR,LONG-TERM SICK/DISABLED,MARRIED,8,ONE CAN`T BE TOO CAREFUL,YES,YES,900,84
MALE,60-64,SECONDARY,OTHER ECONOMICALLY INACTIVE,MARRIED,3,ONE CAN`T BE TOO CAREFUL,YES,YES,1000,95
MALE,65+,SECONDARY,RETIRED,WIDOWED,15,ONE CAN`T BE TOO CAREFUL,YES,YES,2121,75
MALE,45-59,SECONDARY,FARMER,MARRIED,5,ONE CAN`T BE TOO CAREFUL,YES,YES,1000,72
FEMALE,45-59,POST-SECONDARY OR HIGHER,OTHER ECONOMICALLY INACTIVE,MARRIED,3,ONE CAN`T BE TOO CAREFUL,YES,YES,-8,68
MALE,45-59,SECONDARY,FARMER,MARRIED,3,ONE CAN`T BE TOO CAREFUL,YES,YES,-8,75
FEMALE,35-44,VOCATIONAL/GRAMMAR,UNEMPLOYED,MARRIED,2,ONE CAN`T BE TOO CAREFUL,YES,NO OPINION,NA,78
FEMALE,60-64,PRIMARY/NO EDUCATION,OTHER ECONOMICALLY INACTIVE,MARRIED,11,ONE CAN`T BE TOO CAREFUL,YES,YES,NA,69
MALE,60-64,PRIMARY/NO EDUCATION,RETIRED,SINGLE,13,IT`S DIFFICULT TO TELL,YES,YES,500,64
FEMALE,35-44,SECONDARY,OTHER ECONOMICALLY INACTIVE,MARRIED,2,ONE CAN`T BE TOO CAREFUL,YES,YES,-8,70
FEMALE,45-59,PRIMARY/NO EDUCATION,UNEMPLOYED,MARRIED,9,ONE CAN`T BE TOO CAREFUL,YES,NO,-8,70
MALE,25-34,SECONDARY,EMPLOYED IN PRIVATE SECTOR,SINGLE,0,ONE CAN`T BE TOO CAREFUL,YES,YES,-8,85
FEMALE,35-44,VOCATIONAL/GRAMMAR,UNEMPLOYED,DIVORCED,5,ONE CAN`T BE TOO CAREFUL,NO,NO,600,60
MALE,16-24,SECONDARY,UNEMPLOYED,SINGLE,0,ONE CAN`T BE TOO CAREFUL,YES,YES,NA,87
MALE,45-59,VOCATIONAL/GRAMMAR,EMPLOYED IN PUBLIC SECTOR,MARRIED,1,IT`S DIFFICULT TO TELL,YES,NO OPINION,2000,70
MALE,60-64,SECONDARY,RETIRED,MARRIED,5,MOST PEOPLE CAN BE TRUSTED,YES,YES,4000,102
FEMALE,60-64,PRIMARY/NO EDUCATION,RETIRED,MARRIED,9,ONE CAN`T BE TOO CAREFUL,YES,YES,700,60
FEMALE,25-34,POST-SECONDARY OR HIGHER,EMPLOYED IN PRIVATE SECTOR,SINGLE,14,MOST PEOPLE CAN BE TRUSTED,NO,NO OPINION,2000,59
FEMALE,45-59,VOCATIONAL/GRAMMAR,FARMER,MARRIED,7,IT`S DIFFICULT TO TELL,YES,YES,250,62
FEMALE,65+,POST-SECONDARY OR HIGHER,RETIRED,MARRIED,6,ONE CAN`T BE TOO CAREFUL,YES,YES,2050,50
MALE,45-59,VOCATIONAL/GRAMMAR,SELF-EMPLOYED,MARRIED,6,ONE CAN`T BE TOO CAREFUL,YES,YES,-8,95
FEMALE,16-24,SECONDARY,UNEMPLOYED,SINGLE,6,ONE CAN`T BE TOO CAREFUL,YES,NO,1000,77
MALE,25-34,SECONDARY,OTHER ECONOMICALLY INACTIVE,SINGLE,3,ONE CAN`T BE TOO CAREFUL,YES,NO,-8,108
FEMALE,45-59,VOCATIONAL/GRAMMAR,RETIRED,MARRIED,8,ONE CAN`T BE TOO CAREFUL,YES,YES,1100,58
FEMALE,35-44,VOCATIONAL/GRAMMAR,EMPLOYED IN PRIVATE SECTOR,MARRIED,0,MOST PEOPLE CAN BE TRUSTED,YES,YES,1200,75
MALE,45-59,SECONDARY,EMPLOYED IN PUBLIC SECTOR,MARRIED,5,ONE CAN`T BE TOO CAREFUL,YES,NO,1200,86
FEMALE,45-59,VOCATIONAL/GRAMMAR,LONG-TERM SICK/DISABLED,WIDOWED,8,ONE CAN`T BE TOO CAREFUL,YES,NO OPINION,588,68
FEMALE,35-44,POST-SECONDARY OR HIGHER,EMPLOYED IN PUBLIC SECTOR,MARRIED,0,ONE CAN`T BE TOO CAREFUL,YES,NO,1800,55
MALE,45-59,POST-SECONDARY OR HIGHER,SELF-EMPLOYED,SINGLE,0,MOST PEOPLE CAN BE TRUSTED,YES,YES,6000,90
FEMALE,25-34,POST-SECONDARY OR HIGHER,SELF-EMPLOYED,MARRIED,0,ONE CAN`T BE TOO CAREFUL,YES,NO OPINION,-8,58
FEMALE,25-34,SECONDARY,EMPLOYED IN PUBLIC SECTOR,MARRIED,0,ONE CAN`T BE TOO CAREFUL,YES,NO,-8,85
FEMALE,25-34,POST-SECONDARY OR HIGHER,OTHER ECONOMICALLY INACTIVE,MARRIED,0,ONE CAN`T BE TOO CAREFUL,YES,YES,NA,74
FEMALE,35-44,POST-SECONDARY OR HIGHER,EMPLOYED IN PUBLIC SECTOR,MARRIED,2,ONE CAN`T BE TOO CAREFUL,YES,YES,5000,55
FEMALE,65+,POST-SECONDARY OR HIGHER,RETIRED,MARRIED,9,ONE CAN`T BE TOO CAREFUL,YES,YES,700,70
MALE,45-59,VOCATIONAL/GRAMMAR,EMPLOYED IN PUBLIC SECTOR,DIVORCED,11,ONE CAN`T BE TOO CAREFUL,YES,YES,1400,84
MALE,16-24,SECONDARY,PUPIL OR STUDENT,SINGLE,2,ONE CAN`T BE TOO CAREFUL,YES,NO OPINION,NA,77
FEMALE,16-24,SECONDARY,PUPIL OR STUDENT,SINGLE,2,ONE CAN`T BE TOO CAREFUL,YES,NO OPINION,460,54
FEMALE,65+,PRIMARY/NO EDUCATION,LONG-TERM SICK/DISABLED,WIDOWED,7,ONE CAN`T BE TOO CAREFUL,YES,YES,1000,60
MALE,25-34,SECONDARY,EMPLOYED IN PRIVATE SECTOR,MARRIED,0,ONE CAN`T BE TOO CAREFUL,YES,NO,1100,100
MALE,25-34,SECONDARY,EMPLOYED IN PRIVATE SECTOR,SINGLE,7,ONE CAN`T BE TOO CAREFUL,YES,NO OPINION,2800,100
MALE,45-59,VOCATIONAL/GRAMMAR,UNEMPLOYED,MARRIED,0,ONE CAN`T BE TOO CAREFUL,YES,YES,760,118
FEMALE,25-34,POST-SECONDARY OR HIGHER,EMPLOYED IN PUBLIC SECTOR,SINGLE,6,ONE CAN`T BE TOO CAREFUL,YES,YES,-8,65
FEMALE,65+,SECONDARY,RETIRED,MARRIED,4,MOST PEOPLE CAN BE TRUSTED,YES,YES,1500,88
MALE,65+,VOCATIONAL/GRAMMAR,RETIRED,MARRIED,4,ONE CAN`T BE TOO CAREFUL,YES,YES,1400,85
MALE,45-59,PRIMARY/NO EDUCATION,FARMER,MARRIED,6,ONE CAN`T BE TOO CAREFUL,YES,NO OPINION,1500,72
MALE,16-24,SECONDARY,UNEMPLOYED,SINGLE,0,ONE CAN`T BE TOO CAREFUL,YES,YES,NA,70
MALE,60-64,VOCATIONAL/GRAMMAR,LONG-TERM SICK/DISABLED,MARRIED,21,IT`S DIFFICULT TO TELL,NO OPINION,NO OPINION,600,72
MALE,65+,PRIMARY/NO EDUCATION,RETIRED,MARRIED,7,ONE CAN`T BE TOO CAREFUL,YES,YES,1500,80
FEMALE,65+,PRIMARY/NO EDUCATION,RETIRED,WIDOWED,18,ONE CAN`T BE TOO CAREFUL,YES,YES,1300,62
MALE,45-59,VOCATIONAL/GRAMMAR,FARMER,MARRIED,5,ONE CAN`T BE TOO CAREFUL,YES,YES,-8,85
FEMALE,45-59,VOCATIONAL/GRAMMAR,OTHER ECONOMICALLY INACTIVE,MARRIED,8,ONE CAN`T BE TOO CAREFUL,YES,YES,-8,83
MALE,35-44,VOCATIONAL/GRAMMAR,EMPLOYED IN PRIVATE SECTOR,MARRIED,2,ONE CAN`T BE TOO CAREFUL,YES,YES,3000,90
FEMALE,65+,PRIMARY/NO EDUCATION,RETIRED,WIDOWED,11,ONE CAN`T BE TOO CAREFUL,NO,NO,1000,60
MALE,45-59,VOCATIONAL/GRAMMAR,EMPLOYED IN PRIVATE SECTOR,MARRIED,5,IT`S DIFFICULT TO TELL,YES,YES,700,82
FEMALE,45-59,VOCATIONAL/GRAMMAR,OTHER ECONOMICALLY INACTIVE,MARRIED,9,ONE CAN`T BE TOO CAREFUL,YES,YES,NA,58
FEMALE,25-34,POST-SECONDARY OR HIGHER,EMPLOYED IN PRIVATE SECTOR,MARRIED,0,ONE CAN`T BE TOO CAREFUL,YES,NO,1200,75
MALE,35-44,VOCATIONAL/GRAMMAR,FARMER,MARRIED,2,ONE CAN`T BE TOO CAREFUL,YES,NO OPINION,1000,100
FEMALE,65+,SECONDARY,RETIRED,MARRIED,4,ONE CAN`T BE TOO CAREFUL,YES,YES,1100,58
FEMALE,65+,SECONDARY,RETIRED,MARRIED,6,ONE CAN`T BE TOO CAREFUL,YES,YES,1650,85
FEMALE,65+,PRIMARY/NO EDUCATION,RETIRED,MARRIED,7,ONE CAN`T BE TOO CAREFUL,YES,YES,740,73
FEMALE,25-34,VOCATIONAL/GRAMMAR,EMPLOYED IN PRIVATE SECTOR,MARRIED,0,ONE CAN`T BE TOO CAREFUL,YES,NO,1500,60
FEMALE,45-59,VOCATIONAL/GRAMMAR,RETIRED,MARRIED,9,IT`S DIFFICULT TO TELL,YES,YES,1110,80
FEMALE,65+,PRIMARY/NO EDUCATION,RETIRED,MARRIED,14,ONE CAN`T BE TOO CAREFUL,YES,YES,790,82
FEMALE,45-59,SECONDARY,EMPLOYED IN PRIVATE SECTOR,DIVORCED,0,ONE CAN`T BE TOO CAREFUL,YES,NO,2000,75
FEMALE,25-34,VOCATIONAL/GRAMMAR,OTHER ECONOMICALLY INACTIVE,SINGLE,8,MOST PEOPLE CAN BE TRUSTED,YES,YES,678,80
MALE,25-34,SECONDARY,EMPLOYED IN PRIVATE SECTOR,MARRIED,0,MOST PEOPLE CAN BE TRUSTED,YES,YES,3000,85
FEMALE,45-59,VOCATIONAL/GRAMMAR,EMPLOYED IN PRIVATE SECTOR,MARRIED,0,NA,YES,NO OPINION,5000,52
MALE,60-64,SECONDARY,LONG-TERM SICK/DISABLED,WIDOWED,1,ONE CAN`T BE TOO CAREFUL,YES,YES,900,83
FEMALE,16-24,SECONDARY,PUPIL OR STUDENT,SINGLE,3,MOST PEOPLE CAN BE TRUSTED,YES,YES,NA,54
FEMALE,25-34,POST-SECONDARY OR HIGHER,EMPLOYED IN PRIVATE SECTOR,SINGLE,6,MOST PEOPLE CAN BE TRUSTED,YES,YES,3200,63
MALE,65+,VOCATIONAL/GRAMMAR,RETIRED,MARRIED,2,ONE CAN`T BE TOO CAREFUL,YES,YES,1300,102
FEMALE,45-59,POST-SECONDARY OR HIGHER,EMPLOYED IN PUBLIC SECTOR,MARRIED,5,ONE CAN`T BE TOO CAREFUL,YES,NO OPINION,1200,58
FEMALE,65+,POST-SECONDARY OR HIGHER,RETIRED,MARRIED,6,ONE CAN`T BE TOO CAREFUL,YES,YES,-8,62
FEMALE,65+,POST-SECONDARY OR HIGHER,RETIRED,SINGLE,8,ONE CAN`T BE TOO CAREFUL,YES,YES,1600,57
MALE,45-59,VOCATIONAL/GRAMMAR,UNEMPLOYED,MARRIED,7,ONE CAN`T BE TOO CAREFUL,NO OPINION,YES,150,76
FEMALE,45-59,PRIMARY/NO EDUCATION,RETIRED,WIDOWED,NA,ONE CAN`T BE TOO CAREFUL,YES,NO OPINION,1111,75
MALE,45-59,POST-SECONDARY OR HIGHER,EMPLOYED IN PUBLIC SECTOR,MARRIED,1,ONE CAN`T BE TOO CAREFUL,YES,YES,5000,103
FEMALE,45-59,POST-SECONDARY OR HIGHER,EMPLOYED IN PUBLIC SECTOR,MARRIED,2,ONE CAN`T BE TOO CAREFUL,YES,YES,1800,67
MALE,45-59,VOCATIONAL/GRAMMAR,UNEMPLOYED,MARRIED,3,IT`S DIFFICULT TO TELL,YES,NO,NA,105
FEMALE,25-34,SECONDARY,OTHER ECONOMICALLY INACTIVE,MARRIED,1,ONE CAN`T BE TOO CAREFUL,YES,NO,1000,56
FEMALE,35-44,VOCATIONAL/GRAMMAR,OTHER ECONOMICALLY INACTIVE,MARRIED,3,ONE CAN`T BE TOO CAREFUL,YES,YES,-8,80
FEMALE,65+,VOCATIONAL/GRAMMAR,NA,MARRIED,1,ONE CAN`T BE TOO CAREFUL,YES,YES,2000,69
MALE,45-59,SECONDARY,OTHER ECONOMICALLY INACTIVE,MARRIED,5,NA,YES,YES,1300,95
FEMALE,65+,PRIMARY/NO EDUCATION,RETIRED,MARRIED,7,ONE CAN`T BE TOO CAREFUL,YES,YES,700,60
FEMALE,45-59,VOCATIONAL/GRAMMAR,OTHER ECONOMICALLY INACTIVE,DIVORCED,7,ONE CAN`T BE TOO CAREFUL,YES,YES,740,65
FEMALE,65+,SECONDARY,RETIRED,WIDOWED,7,ONE CAN`T BE TOO CAREFUL,YES,YES,900,70
FEMALE,45-59,SECONDARY,EMPLOYED IN PRIVATE SECTOR,MARRIED,4,IT`S DIFFICULT TO TELL,YES,YES,2000,64
MALE,45-59,PRIMARY/NO EDUCATION,EMPLOYED IN PRIVATE SECTOR,MARRIED,4,ONE CAN`T BE TOO CAREFUL,YES,NO,-8,80
MALE,35-44,SECONDARY,EMPLOYED IN PRIVATE SECTOR,MARRIED,0,ONE CAN`T BE TOO CAREFUL,YES,YES,2200,92
MALE,35-44,VOCATIONAL/GRAMMAR,FARMER,SINGLE,2,ONE CAN`T BE TOO CAREFUL,YES,YES,200,80
FEMALE,16-24,SECONDARY,EMPLOYED IN PRIVATE SECTOR,SINGLE,0,ONE CAN`T BE TOO CAREFUL,YES,NO OPINION,1500,55
MALE,45-59,VOCATIONAL/GRAMMAR,RETIRED,MARRIED,0,IT`S DIFFICULT TO TELL,NO,NO,1000,90
FEMALE,60-64,SECONDARY,OTHER ECONOMICALLY INACTIVE,MARRIED,1,MOST PEOPLE CAN BE TRUSTED,YES,YES,NA,69
FEMALE,65+,PRIMARY/NO EDUCATION,RETIRED,WIDOWED,10,ONE CAN`T BE TOO CAREFUL,YES,YES,1200,72
MALE,65+,VOCATIONAL/GRAMMAR,RETIRED,MARRIED,10,ONE CAN`T BE TOO CAREFUL,YES,NO,-8,85
MALE,45-59,VOCATIONAL/GRAMMAR,FARMER,MARRIED,8,ONE CAN`T BE TOO CAREFUL,YES,YES,-8,75
FEMALE,45-59,POST-SECONDARY OR HIGHER,EMPLOYED IN PUBLIC SECTOR,MARRIED,1,ONE CAN`T BE TOO CAREFUL,YES,YES,-8,60
FEMALE,16-24,SECONDARY,PUPIL OR STUDENT,SINGLE,0,IT`S DIFFICULT TO TELL,YES,NO OPINION,NA,60
FEMALE,65+,SECONDARY,RETIRED,MARRIED,6,ONE CAN`T BE TOO CAREFUL,YES,YES,1200,60
MALE,65+,POST-SECONDARY OR HIGHER,RETIRED,MARRIED,5,ONE CAN`T BE TOO CAREFUL,YES,YES,2450,70
MALE,16-24,VOCATIONAL/GRAMMAR,PUPIL OR STUDENT,SINGLE,0,ONE CAN`T BE TOO CAREFUL,YES,YES,NA,79
FEMALE,60-64,SECONDARY,RETIRED,WIDOWED,6,ONE CAN`T BE TOO CAREFUL,YES,NO OPINION,2800,68
MALE,35-44,POST-SECONDARY OR HIGHER,EMPLOYED IN PUBLIC SECTOR,MARRIED,12,ONE CAN`T BE TOO CAREFUL,YES,NO OPINION,4771,112
FEMALE,65+,PRIMARY/NO EDUCATION,RETIRED,WIDOWED,9,ONE CAN`T BE TOO CAREFUL,YES,YES,1100,60
MALE,45-59,POST-SECONDARY OR HIGHER,SELF-EMPLOYED,MARRIED,6,ONE CAN`T BE TOO CAREFUL,YES,YES,300,74
MALE,16-24,VOCATIONAL/GRAMMAR,PUPIL OR STUDENT,SINGLE,3,ONE CAN`T BE TOO CAREFUL,YES,YES,NA,60
MALE,35-44,VOCATIONAL/GRAMMAR,EMPLOYED IN PRIVATE SECTOR,MARRIED,1,ONE CAN`T BE TOO CAREFUL,YES,YES,2700,90
FEMALE,65+,PRIMARY/NO EDUCATION,RETIRED,WIDOWED,9,IT`S DIFFICULT TO TELL,YES,NO,890,85
FEMALE,60-64,SECONDARY,RETIRED,MARRIED,4,MOST PEOPLE CAN BE TRUSTED,YES,YES,1000,100
FEMALE,45-59,PRIMARY/NO EDUCATION,LONG-TERM SICK/DISABLED,MARRIED,11,ONE CAN`T BE TOO CAREFUL,NO,NO,528,105
MALE,65+,SECONDARY,RETIRED,MARRIED,7,ONE CAN`T BE TOO CAREFUL,YES,YES,2617,64
MALE,16-24,VOCATIONAL/GRAMMAR,EMPLOYED IN PRIVATE SECTOR,SINGLE,0,ONE CAN`T BE TOO CAREFUL,YES,YES,-8,80
MALE,25-34,POST-SECONDARY OR HIGHER,OTHER ECONOMICALLY INACTIVE,MARRIED,0,ONE CAN`T BE TOO CAREFUL,YES,NO,6400,68
FEMALE,45-59,VOCATIONAL/GRAMMAR,EMPLOYED IN PUBLIC SECTOR,WIDOWED,1,ONE CAN`T BE TOO CAREFUL,YES,NO,620,60
FEMALE,45-59,PRIMARY/NO EDUCATION,OTHER ECONOMICALLY INACTIVE,WIDOWED,3,ONE CAN`T BE TOO CAREFUL,YES,YES,NA,47
FEMALE,60-64,PRIMARY/NO EDUCATION,RETIRED,MARRIED,9,ONE CAN`T BE TOO CAREFUL,YES,YES,836,70
MALE,16-24,SECONDARY,PUPIL OR STUDENT,SINGLE,2,ONE CAN`T BE TOO CAREFUL,YES,NO,NA,72
FEMALE,35-44,PRIMARY/NO EDUCATION,EMPLOYED IN PUBLIC SECTOR,MARRIED,3,ONE CAN`T BE TOO CAREFUL,NO,NO,1800,100
FEMALE,65+,VOCATIONAL/GRAMMAR,RETIRED,WIDOWED,4,ONE CAN`T BE TOO CAREFUL,YES,YES,800,55
MALE,16-24,SECONDARY,PUPIL OR STUDENT,SINGLE,2,ONE CAN`T BE TOO CAREFUL,YES,YES,2000,81
FEMALE,65+,POST-SECONDARY OR HIGHER,RETIRED,MARRIED,5,MOST PEOPLE CAN BE TRUSTED,YES,YES,-8,65
MALE,65+,PRIMARY/NO EDUCATION,RETIRED,MARRIED,11,ONE CAN`T BE TOO CAREFUL,YES,NO,1000,80
FEMALE,45-59,VOCATIONAL/GRAMMAR,FARMER,MARRIED,7,ONE CAN`T BE TOO CAREFUL,YES,NO OPINION,NA,66
FEMALE,45-59,SECONDARY,EMPLOYED IN PRIVATE SECTOR,MARRIED,10,ONE CAN`T BE TOO CAREFUL,YES,NO,1200,68
MALE,25-34,VOCATIONAL/GRAMMAR,EMPLOYED IN PRIVATE SECTOR,SINGLE,0,ONE CAN`T BE TOO CAREFUL,YES,YES,2000,80
MALE,35-44,SECONDARY,EMPLOYED IN PRIVATE SECTOR,MARRIED,7,ONE CAN`T BE TOO CAREFUL,YES,YES,4500,115
MALE,25-34,SECONDARY,PUPIL OR STUDENT,SINGLE,0,IT`S DIFFICULT TO TELL,NO OPINION,NO OPINION,NA,78
